Timestamp,1.  คุณมีอาการทางกายอย่างไรบ้างเมื่อต้องสูดดมควันฝุ่น PM2.5? ,2. คุณอยู่ในกลุ่มอายุช่วงใด? ,3.  กิจกรรมใดต่อไปนี้ที่คุณต้องหยุดหรือปรับเปลี่ยนเมื่อสถานการณ์หมอกควันเริ่มรุนแรงขึ้น? ,4.  สิ่งของใดที่คุณซื้อหรือใช้งานบ่อยขึ้นเนื่องจากปัญหาหมอกควัน? ,5.  คุณเห็นการเปลี่ยนแปลงอย่างไรบ้างในละแวกบ้านหรือตลาดในท้องถิ่นเมื่อสถานการณ์หมอกควันแย่? ,6.  วิธีหลักในการจัดการหรือป้องกันตนเองจากฝุ่นควันเมื่อคุณอยู่ช้างนอกคืออะไร? ,7. ฤดูที่มีหมอกควันส่งผลกระทบต่ออารมณ์หรือระดับความเครียดของคุณมากน้อย เพียงใด ?,8. คุณภาพอากาศส่งผลต่อวิธีการพูดหรือการปฏิสัมพันธ์ของคุณกับคนอื่นหรือไม่?,9.  เมื่อคุณอยู่ที่บ้านในช่วงฤดูที่มีหมอกควัน คุณมีวิธีจัดการกับอากาศภายในบ้านและความร้อนอย่างไร? ,"10.  คุณใช้เวลาในที่สาธารณะ เช่น วัด, สวนสาธารณะ หรือตลาด น้อยลงหรือไม่เนื่องจากคุณภาพอากาศ? ",11. ในความคิดเห็นของคุณ เพราะอะไรภึงคนจำนวนมากในแม่สอดจึงเลือกที่จะไม่สวมหน้ากากอนามัยเมื่ออยู่ข้างนอก? ,12. คุณสวมหน้ากากอนามัยเฉพาะเมื่อเริ่มรู้สึกไม่สบายหรือเห็นฝุ่นละอองจำนวนมากใช่หรือไม่?,13.  ในช่วงฤดูที่มีหมอกควัน คุณต้องทำความสะอาดฝุ่นหรือเขม่าดำภายในบ้านหรือร้านค้าบ่อยแค่ไหน? ,14.  เหตุผลหลักที่คุณสวมหน้ากากอนามัยคืออะไร? ,15.  คุณรู้สึกว่าหมอกควันกลายเป็นเรื่องปกติของชีวิตที่ไม่มีวันเปลี่ยนแปลงไปแล้วใช่หรือไม่? ,16. เนื่องจากพบฝุ่น PM2.5 ในหลายพื้นที่ของประเทศไทย คุณรู้สึกอย่างไรกับการอาศัยอยู่ที่นี่ในช่วงฤดูที่มีหมอกควัน? ,17. เมื่อคุณอยู่ในสถานที่ในร่มที่สะดวกสบายและมีเครื่องปรับอากาศ (เช่น ร้านอาหารหรือห้างสรรพสินค้า) คุณมักจะถอดหน้ากากอนามัยออกใช่หรือไม่? ,18. ในความคิดเห็นของคุณ สิ่งใดคือสาเหตุที่ใหญ่ที่สุดของมลพิษทางอากาศ? ,19. คุณตรวจสอบหรือทราบได้อย่างไรว่าคุณภาพอากาศ (PM2.5) ในวันนี้ย่ำแย่? ,20. คุณคิดว่าคุณภาพอากาศในแม่สอดและตากจะดีขึ้นในอีก 5 ปีข้างหน้าหรือไม่? 
06/04/2026 11:42:43,"มีอาการแพ้ (จาม, แสบตา/คันตา)",ต่ำกว่า 18 ปี,"การเล่นกีฬา(ฟุตบอล, วิ่ง และอื่นๆ)","อุปกรณ์ทำความสะอาดภายในบ้าน, ยาหยอดตาหรือสเปรย์ฉีดจมูก",อากาศมีกลิ่นเหมือนการเผาไหม้หรือกลิ่นควันไม้,สวมหน้ากากอนามัย และพกสเปรย์แอลกอฮอล์,ฉันรู้สึกปกติ / สงบ,ไม่ หมอกควันไม่ได้ทำให้วิธีการเข้าสังคมหรือการพูดคุยกับผู้คนของฉันเปลี่ยนไป,"ใช้พัดลมและเปิดหน้าต่างทิ้งไว้, อยู่ในห้องที่เปิดเครื่องปรับอากาศ (แอร์) และปิดหน้าต่างทุกบาน",น้อยลงกว่าเดิมเล็กน้อย,อึดอัด,ใช่ เฉพาะตอนที่ฉันเริ่มรู้สึกไม่ดีหรือเห็นฝุ่นเท่านั้น,ทุกวัน,ฉันสวมเพราะต้องการดูแลและป้องกันสุขภาพของตัวเอง,ไม่ ฉันยังรู้สึกว่ามันเป็นปัญหาที่อันตรายและไม่ควรเป็นเรื่องปกติ,ฉันไม่ได้สนใจเรื่องหมอกควัน ฉันแค่โฟกัสกับการใช้ชีวิตประจำวันของตัวเอง,ไม่ ฉันคิดว่าไม่จำเป็นต้องสวมหน้ากากเมื่ออยู่ในอาคารอยู่แล้ว,การเผาขยะ หรือการสูบบุหรี่ในที่สาธารณะ,ไม่ได้ตรวจสอบ จะรู้ก็ต่อเมื่อเริ่มรู้สึกไม่สบายหรือป่วยเท่านั้น,ใช่ ฉันเชื่อว่ามันจะดีขึ้น
06/04/2026 11:44:51,"มีอาการแพ้ (จาม, แสบตา/คันตา), มีปัญหาทางด้านการหายใจหรือระบบทางเดินหายใจ",18-25 ปี,"การเล่นกีฬา(ฟุตบอล, วิ่ง และอื่นๆ), การออกกำลังกายหรือเดินเล่นนอกบ้าน",หน้ากากอนามัย,"อากาศมีกลิ่นเหมือนการเผาไหม้หรือกลิ่นควันไม้, มองเห็นภูเขาหรือตึกที่อยู่ไกลออกไปได้ยาก",เดินทางโดยรถยนต์ (ปิดกระจก),ฉันรู้สึกเครียดและกังวลมาก,ใช่ บางครั้งฉันพูดน้อยลงเพราะต้องการใส่หน้ากากอนามัยไว้ตลอดเวลา,อยู่ในห้องที่เปิดเครื่องปรับอากาศ (แอร์) และปิดหน้าต่างทุกบาน,ส่วนใหญ่จะอยู่แต่ภายในอาคาร,เรื่องความสะดวกสบายในการใช้ชีวิตเมื่อสวมหน้ากากและหน้ากากที่มีคุณภาพในการป้องกันสามารถหาซี้อได้ยาก,ใช่ เฉพาะตอนที่ฉันเริ่มรู้สึกไม่ดีหรือเห็นฝุ่นเท่านั้น,2-3 ครั้งต่อสัปดาห์,ฉันสวมเพราะต้องการดูแลและป้องกันสุขภาพของตัวเอง,ไม่ ฉันยังรู้สึกว่ามันเป็นปัญหาที่อันตรายและไม่ควรเป็นเรื่องปกติ,ฉันอยากย้ายออกไป แต่ไม่มีทางเลือกเพราะเรื่องงานหรือเรื่องเรียน,ใช่ เพราะทำให้คุยกันและกินอาหารได้สะดวกกว่า,การเผาพื้นที่เกษตรกรรมและไฟป่า,ตรวจสอบผ่านแอปพลิเคชันพยากรณ์อากาศหรือเว็บไซต์ (เช่น IQAir / AirVisual),ใช่ ฉันเชื่อว่ามันจะดีขึ้น
06/04/2026 12:11:37,"มีอาการแพ้ (จาม, แสบตา/คันตา)",ต่ำกว่า 18 ปี,การออกกำลังกายหรือเดินเล่นนอกบ้าน,ยาแก้ไอหรือยาแก้แพ้,"อากาศมีกลิ่นเหมือนการเผาไหม้หรือกลิ่นควันไม้, มองเห็นภูเขาหรือตึกที่อยู่ไกลออกไปได้ยาก, ทุกอย่างดูเป็นสีเทาไปหมด",เดินทางโดยรถยนต์ (ปิดกระจก),ฉันรู้สึกรำคาญใจเล็กน้อย,ไม่ หมอกควันไม่ได้ทำให้วิธีการเข้าสังคมหรือการพูดคุยกับผู้คนของฉันเปลี่ยนไป,"เปิดหน้าต่างและประตูทุกบานเพื่อให้ระบายอากาศ, ใช้พัดลมและเปิดหน้าต่างทิ้งไว้",ส่วนใหญ่จะอยู่แต่ภายในอาคาร,อากาศร้อนเลยรู้สึกอึดอัด,ไม่ ปกติฉันก็แทบจะไม่ใส่หน้ากากอยู่แล้ว,2-3 ครั้งต่อสัปดาห์,ฉันสวมเฉพาะเมื่อที่ทำงาน โรงเรียน หรือร้านค้าบังคับให้ใส่เท่านั้น,"ใช่ มันกลายเป็นเรื่องปกติของทุกปีไปแล้ว, ฉันจะสังเกตเห็นเฉพาะช่วงเดือนที่ร้อนมากๆ เท่านั้น (ม.ค. - พ.ค.)",ฉันคิดว่าพื้นที่นี้ยังคงดีกว่าจังหวัดอื่นๆ,ใช่ เพราะทำให้คุยกันและกินอาหารได้สะดวกกว่า,"การเผาพื้นที่เกษตรกรรมและไฟป่า, ควันจากรถยนต์เก่า รถบรรทุก และรถจักรยานยนต์, การเผาขยะ หรือการสูบบุหรี่ในที่สาธารณะ, ควันลอยมาจากพื้นที่ฝั่งประเทศเพื่อนบ้าน (ข้ามพรมแดน)",ตรวจสอบผ่านแอปพลิเคชันพยากรณ์อากาศหรือเว็บไซต์ (เช่น IQAir / AirVisual),ไม่ ฉันคิดว่ามันจะเหมือนเดิมหรือแย่ลงกว่าเดิม
06/04/2026 12:16:56,มีปัญหาทางด้านการหายใจหรือระบบทางเดินหายใจ,18-25 ปี,"การเล่นกีฬา(ฟุตบอล, วิ่ง และอื่นๆ), การไปนั่งเล่นกับเพื่อนตามคาเฟ่หรือสวนสาธารณะ, การเดินทางหรือไปเที่ยวรอบๆ พื้นที่แม่สอด, การทำงานหรือนั่งเรียนในพื้นที่เปิดโล่ง (Outdoor), การออกกำลังกายหรือเดินเล่นนอกบ้าน","หน้ากากอนามัย, ยาแก้ไอหรือยาแก้แพ้","ผู้คนสวมหน้ากากอนามัยกันมากขึ้น, อากาศมีกลิ่นเหมือนการเผาไหม้หรือกลิ่นควันไม้, มองเห็นภูเขาหรือตึกที่อยู่ไกลออกไปได้ยาก, ทุกอย่างดูเป็นสีเทาไปหมด",สวมหน้ากากอนามัย และพกสเปรย์แอลกอฮอล์,ฉันรู้สึกเศร้าหรือหดหู่เพราะท้องฟ้าที่เป็นสีเทา,ใช่ บางครั้งฉันพูดน้อยลงเพราะต้องการใส่หน้ากากอนามัยไว้ตลอดเวลา,ปิดประตูหน้าต่างและเปิดพัดลมกรือแอร์,ส่วนใหญ่จะอยู่แต่ภายในอาคาร,เพราะอากาศร้อน ทำให้เมื่อใส่หน้ากากอนามัยจะหายใจไม่สะดวก,ไม่ ฉันใส่หน้ากากตลอดเวลาเพื่อความปลอดภัย,ทุกวัน,ฉันสวมเพราะต้องการดูแลและป้องกันสุขภาพของตัวเอง,ไม่ ฉันยังรู้สึกว่ามันเป็นปัญหาที่อันตรายและไม่ควรเป็นเรื่องปกติ,ฉันอยากย้ายออกไป แต่ไม่มีทางเลือกเพราะเรื่องงานหรือเรื่องเรียน,ใช่ ฉันรู้สึกปลอดภัยจากหมอกควันเมื่ออยู่ข้างใน,"การเผาพื้นที่เกษตรกรรมและไฟป่า, ควันจากรถยนต์เก่า รถบรรทุก และรถจักรยานยนต์, การเผาขยะ หรือการสูบบุหรี่ในที่สาธารณะ, ควันลอยมาจากพื้นที่ฝั่งประเทศเพื่อนบ้าน (ข้ามพรมแดน)",สังเกตจากท้องฟ้าหรือกลุ่มก้อนเมฆด้วยตาเปล่า,ไม่ ฉันคิดว่ามันจะเหมือนเดิมหรือแย่ลงกว่าเดิม
06/04/2026 12:18:36,"รู้สึกป่วย, เหนื่อยล้า หรือเวียนหัว",ต่ำกว่า 18 ปี,"การเล่นกีฬา(ฟุตบอล, วิ่ง และอื่นๆ)",หน้ากากอนามัย,"อากาศมีกลิ่นเหมือนการเผาไหม้หรือกลิ่นควันไม้, ทุกอย่างดูเป็นสีเทาไปหมด",สวมหน้ากากอนามัย และพกสเปรย์แอลกอฮอล์,ฉันรู้สึกรำคาญใจเล็กน้อย,ไม่ หมอกควันไม่ได้ทำให้วิธีการเข้าสังคมหรือการพูดคุยกับผู้คนของฉันเปลี่ยนไป,เปิดหน้าต่างและประตูทุกบานเพื่อให้ระบายอากาศ,ออกไปเฉพาะเวลาทำงานหรือไปหาอาหารเท่านั้น,ไม่รู้,ใช่ เฉพาะตอนที่ฉันเริ่มรู้สึกไม่ดีหรือเห็นฝุ่นเท่านั้น,ทุกวัน,ฉันสวมเพราะต้องการดูแลและป้องกันสุขภาพของตัวเอง,ใช่ มันกลายเป็นเรื่องปกติของทุกปีไปแล้ว,ฉันอยากย้ายออกไป แต่ไม่มีทางเลือกเพราะเรื่องงานหรือเรื่องเรียน,ไม่ ฉันคิดว่าไม่จำเป็นต้องสวมหน้ากากเมื่ออยู่ในอาคารอยู่แล้ว,การเผาพื้นที่เกษตรกรรมและไฟป่า,ติดตามผ่านโซเชียลมีเดีย (เช่น กลุ่ม Facebook หรือ Line),ใช่ ฉันเชื่อว่ามันจะดีขึ้น
06/04/2026 12:23:55,"มีอาการแพ้ (จาม, แสบตา/คันตา)",ต่ำกว่า 18 ปี,การเดินทางหรือไปเที่ยวรอบๆ พื้นที่แม่สอด,ใช้ไฟฟ้ามากขึ้นสำหรับพัดลมหรือเครื่องปรับอากาศ (แอร์),มองเห็นภูเขาหรือตึกที่อยู่ไกลออกไปได้ยาก,เดินทางโดยรถยนต์ (ปิดกระจก),ฉันรู้สึกปกติ / สงบ,ไม่ หมอกควันไม่ได้ทำให้วิธีการเข้าสังคมหรือการพูดคุยกับผู้คนของฉันเปลี่ยนไป,เปิดหน้าต่างและประตูทุกบานเพื่อให้ระบายอากาศ,ใช้เวลาเท่าเดิมตามปกติ,รำคาญที่จะใส่หรือขี้เกียจ,ไม่ ปกติฉันก็แทบจะไม่ใส่หน้ากากอยู่แล้ว,เฉพาะช่วงที่อากาศแย่มากๆ,ฉันไม่สวมหน้ากากเลย เพราะไม่มีใครบังคับ,ใช่ มันกลายเป็นเรื่องปกติของทุกปีไปแล้ว,ฉันจะอยู่ที่นี่ต่อไปและยอมรับว่ามันเป็นส่วนหนึ่งของชีวิต,ใช่ ฉันรู้สึกปลอดภัยจากหมอกควันเมื่ออยู่ข้างใน,"การเผาพื้นที่เกษตรกรรมและไฟป่า, การเผาขยะ หรือการสูบบุหรี่ในที่สาธารณะ",ตรวจสอบผ่านแอปพลิเคชันพยากรณ์อากาศหรือเว็บไซต์ (เช่น IQAir / AirVisual),ใช่ ฉันเชื่อว่ามันจะดีขึ้น
06/04/2026 13:07:00,"มีอาการแพ้ (จาม, แสบตา/คันตา)",มากกว่า 40 ปี,การออกกำลังกายหรือเดินเล่นนอกบ้าน,"หน้ากากอนามัย, อุปกรณ์ทำความสะอาดภายในบ้าน, ยาหยอดตาหรือสเปรย์ฉีดจมูก, ยาแก้ไอหรือยาแก้แพ้","ผู้คนสวมหน้ากากอนามัยกันมากขึ้น, คนออกมาเดินเล่นหรือซื้อของน้อยลง, ทุกอย่างดูเป็นสีเทาไปหมด","สวมหน้ากากอนามัย และพกสเปรย์แอลกอฮอล์, เดินทางโดยรถยนต์ (ปิดกระจก)",ฉันรู้สึกปกติ / สงบ,ใช่ บางครั้งฉันพูดน้อยลงเพราะต้องการใส่หน้ากากอนามัยไว้ตลอดเวลา,ใช้พัดลมและเปิดหน้าต่างทิ้งไว้,ใช้เวลาเท่าเดิมตามปกติ,แล้วแต่ความคิดของแต่ละคน,ไม่ ฉันใส่หน้ากากตลอดเวลาเพื่อความปลอดภัย,ทำความสะอาดบ้านทุกวันอยู่แล้ว,ฉันสวมเพราะต้องการดูแลและป้องกันสุขภาพของตัวเอง,"ใช่ มันกลายเป็นเรื่องปกติของทุกปีไปแล้ว, ฉันจะสังเกตเห็นเฉพาะช่วงเดือนที่ร้อนมากๆ เท่านั้น (ม.ค. - พ.ค.), ฉันพยายามที่จะไม่คิดถึงเรื่องนี้เลย",ฉันจะอยู่ที่นี่ต่อไปและยอมรับว่ามันเป็นส่วนหนึ่งของชีวิต,ฉันจะสวมหน้ากากก็ต่อเมื่อมีคนอยู่รอบๆจำนวนมากเท่านั้น,"การเผาพื้นที่เกษตรกรรมและไฟป่า, การเผาขยะ หรือการสูบบุหรี่ในที่สาธารณะ, ควันลอยมาจากพื้นที่ฝั่งประเทศเพื่อนบ้าน (ข้ามพรมแดน)",สังเกตจากท้องฟ้าหรือกลุ่มก้อนเมฆด้วยตาเปล่า,ใช่ ฉันเชื่อว่ามันจะดีขึ้น
06/04/2026 15:44:57,มีปัญหาทางด้านการหายใจหรือระบบทางเดินหายใจ,ต่ำกว่า 18 ปี,"การเล่นกีฬา(ฟุตบอล, วิ่ง และอื่นๆ), การทำงานหรือนั่งเรียนในพื้นที่เปิดโล่ง (Outdoor), การออกกำลังกายหรือเดินเล่นนอกบ้าน","หน้ากากอนามัย, ใช้ไฟฟ้ามากขึ้นสำหรับพัดลมหรือเครื่องปรับอากาศ (แอร์)",อากาศมีกลิ่นเหมือนการเผาไหม้หรือกลิ่นควันไม้,"สวมหน้ากากอนามัย และพกสเปรย์แอลกอฮอล์, เดินทางโดยรถยนต์ (ปิดกระจก)",ฉันรู้สึกรำคาญใจเล็กน้อย,ใช่ บางครั้งฉันพูดน้อยลงเพราะต้องการใส่หน้ากากอนามัยไว้ตลอดเวลา,อยู่ในห้องที่เปิดเครื่องปรับอากาศ (แอร์) และปิดหน้าต่างทุกบาน,ใช้เวลาเท่าเดิมตามปกติ,ใส่แล้วหายใจไม่ออก เพราะอากาศร้อนเกินไป ,ไม่ ปกติฉันก็แทบจะไม่ใส่หน้ากากอยู่แล้ว,ทุกวัน,ฉันสวมเฉพาะเมื่อที่ทำงาน โรงเรียน หรือร้านค้าบังคับให้ใส่เท่านั้น,ไม่ ฉันยังรู้สึกว่ามันเป็นปัญหาที่อันตรายและไม่ควรเป็นเรื่องปกติ,ฉันจะอยู่ที่นี่ต่อไปและยอมรับว่ามันเป็นส่วนหนึ่งของชีวิต,ใช่ เพราะทำให้คุยกันและกินอาหารได้สะดวกกว่า,การเผาพื้นที่เกษตรกรรมและไฟป่า,ติดตามผ่านโซเชียลมีเดีย (เช่น กลุ่ม Facebook หรือ Line),ไม่ ฉันคิดว่ามันจะเหมือนเดิมหรือแย่ลงกว่าเดิม
06/04/2026 18:50:39,"มีอาการแพ้ (จาม, แสบตา/คันตา), มีปัญหาทางด้านการหายใจหรือระบบทางเดินหายใจ, รู้สึกป่วย, เหนื่อยล้า หรือเวียนหัว",ต่ำกว่า 18 ปี,"การไปนั่งเล่นกับเพื่อนตามคาเฟ่หรือสวนสาธารณะ, การทำงานหรือนั่งเรียนในพื้นที่เปิดโล่ง (Outdoor)","หน้ากากอนามัย, ใช้ไฟฟ้ามากขึ้นสำหรับพัดลมหรือเครื่องปรับอากาศ (แอร์), ยาแก้ไอหรือยาแก้แพ้","ผู้คนสวมหน้ากากอนามัยกันมากขึ้น, คนออกมาเดินเล่นหรือซื้อของน้อยลง, มองเห็นภูเขาหรือตึกที่อยู่ไกลออกไปได้ยาก, ทุกอย่างดูเป็นสีเทาไปหมด",สวมหน้ากากอนามัย และพกสเปรย์แอลกอฮอล์,ฉันรู้สึกเศร้าหรือหดหู่เพราะท้องฟ้าที่เป็นสีเทา,ใช่ บางครั้งฉันพูดน้อยลงเพราะต้องการใส่หน้ากากอนามัยไว้ตลอดเวลา,อยู่ในห้องที่เปิดเครื่องปรับอากาศ (แอร์) และปิดหน้าต่างทุกบาน,ส่วนใหญ่จะอยู่แต่ภายในอาคาร,ขี้เกียจ,ใช่ เฉพาะตอนที่ฉันเริ่มรู้สึกไม่ดีหรือเห็นฝุ่นเท่านั้น,2-3 ครั้งต่อสัปดาห์,ฉันสวมเพราะต้องการดูแลและป้องกันสุขภาพของตัวเอง,ไม่ ฉันยังรู้สึกว่ามันเป็นปัญหาที่อันตรายและไม่ควรเป็นเรื่องปกติ,ฉันอยากย้ายออกไป แต่ไม่มีทางเลือกเพราะเรื่องงานหรือเรื่องเรียน,ใช่ เพราะทำให้คุยกันและกินอาหารได้สะดวกกว่า,"การเผาพื้นที่เกษตรกรรมและไฟป่า, การเผาขยะ หรือการสูบบุหรี่ในที่สาธารณะ, ควันลอยมาจากพื้นที่ฝั่งประเทศเพื่อนบ้าน (ข้ามพรมแดน)",ติดตามผ่านโซเชียลมีเดีย (เช่น กลุ่ม Facebook หรือ Line),ใช่ ฉันเชื่อว่ามันจะดีขึ้น
09/04/2026 13:06:05,มีปัญหาทางด้านการหายใจหรือระบบทางเดินหายใจ,ต่ำกว่า 18 ปี,การออกกำลังกายหรือเดินเล่นนอกบ้าน,อุปกรณ์ทำความสะอาดภายในบ้าน,มองเห็นภูเขาหรือตึกที่อยู่ไกลออกไปได้ยาก,สวมหน้ากากอนามัย และพกสเปรย์แอลกอฮอล์,ฉันรู้สึกรำคาญใจเล็กน้อย,ใช่ บางครั้งฉันพูดน้อยลงเพราะต้องการใส่หน้ากากอนามัยไว้ตลอดเวลา,อยู่ในห้องที่เปิดเครื่องปรับอากาศ (แอร์) และปิดหน้าต่างทุกบาน,น้อยลงกว่าเดิมเล็กน้อย,_,ใช่ เฉพาะตอนที่ฉันเริ่มรู้สึกไม่ดีหรือเห็นฝุ่นเท่านั้น,2-3 ครั้งต่อสัปดาห์,ฉันสวมเพราะต้องการดูแลและป้องกันสุขภาพของตัวเอง,"ใช่ มันกลายเป็นเรื่องปกติของทุกปีไปแล้ว, ฉันจะสังเกตเห็นเฉพาะช่วงเดือนที่ร้อนมากๆ เท่านั้น (ม.ค. - พ.ค.)",ฉันจะอยู่ที่นี่ต่อไปและยอมรับว่ามันเป็นส่วนหนึ่งของชีวิต,ใช่ ฉันรู้สึกปลอดภัยจากหมอกควันเมื่ออยู่ข้างใน,"การเผาพื้นที่เกษตรกรรมและไฟป่า, ควันจากรถยนต์เก่า รถบรรทุก และรถจักรยานยนต์, การเผาขยะ หรือการสูบบุหรี่ในที่สาธารณะ",ตรวจสอบผ่านแอปพลิเคชันพยากรณ์อากาศหรือเว็บไซต์ (เช่น IQAir / AirVisual),ไม่ ฉันคิดว่ามันจะเหมือนเดิมหรือแย่ลงกว่าเดิม
09/04/2026 14:25:12,มีปัญหาทางด้านการหายใจหรือระบบทางเดินหายใจ,ต่ำกว่า 18 ปี,"การเล่นกีฬา(ฟุตบอล, วิ่ง และอื่นๆ)",หน้ากากอนามัย,ผู้คนสวมหน้ากากอนามัยกันมากขึ้น,เดินทางโดยรถยนต์ (ปิดกระจก),ฉันรู้สึกปกติ / สงบ,ใช่ บางครั้งฉันพูดน้อยลงเพราะต้องการใส่หน้ากากอนามัยไว้ตลอดเวลา,ใช้พัดลมและเปิดหน้าต่างทิ้งไว้,ใช้เวลาเท่าเดิมตามปกติ,ขก,ใช่ เฉพาะตอนที่ฉันเริ่มรู้สึกไม่ดีหรือเห็นฝุ่นเท่านั้น,ทุกวัน,ฉันสวมเฉพาะเมื่อที่ทำงาน โรงเรียน หรือร้านค้าบังคับให้ใส่เท่านั้น,ใช่ มันกลายเป็นเรื่องปกติของทุกปีไปแล้ว,ฉันจะอยู่ที่นี่ต่อไปและยอมรับว่ามันเป็นส่วนหนึ่งของชีวิต,ใช่ ฉันรู้สึกปลอดภัยจากหมอกควันเมื่ออยู่ข้างใน,การเผาพื้นที่เกษตรกรรมและไฟป่า,ตรวจสอบผ่านแอปพลิเคชันพยากรณ์อากาศหรือเว็บไซต์ (เช่น IQAir / AirVisual),ใช่ ฉันเชื่อว่ามันจะดีขึ้น
12/04/2026 13:08:01,"มีอาการแพ้ (จาม, แสบตา/คันตา)",ต่ำกว่า 18 ปี,การออกกำลังกายหรือเดินเล่นนอกบ้าน,หน้ากากอนามัย,"คนออกมาเดินเล่นหรือซื้อของน้อยลง, อากาศมีกลิ่นเหมือนการเผาไหม้หรือกลิ่นควันไม้, มองเห็นภูเขาหรือตึกที่อยู่ไกลออกไปได้ยาก",สวมหน้ากากอนามัย และพกสเปรย์แอลกอฮอล์,ฉันรู้สึกรำคาญใจเล็กน้อย,ไม่ หมอกควันไม่ได้ทำให้วิธีการเข้าสังคมหรือการพูดคุยกับผู้คนของฉันเปลี่ยนไป,เปิดหน้าต่างและประตูทุกบานเพื่อให้ระบายอากาศ,น้อยลงกว่าเดิมเล็กน้อย,คิดว่าคงไม่ส่งผลเสียต่อสุขภาพของคนเหล่านั้น,ไม่ ปกติฉันก็แทบจะไม่ใส่หน้ากากอยู่แล้ว,2-3 ครั้งต่อสัปดาห์,ฉันสวมเฉพาะเมื่อที่ทำงาน โรงเรียน หรือร้านค้าบังคับให้ใส่เท่านั้น,ใช่ มันกลายเป็นเรื่องปกติของทุกปีไปแล้ว,ฉันไม่ได้สนใจเรื่องหมอกควัน ฉันแค่โฟกัสกับการใช้ชีวิตประจำวันของตัวเอง,ใช่ ฉันรู้สึกปลอดภัยจากหมอกควันเมื่ออยู่ข้างใน,การเผาพื้นที่เกษตรกรรมและไฟป่า,สังเกตจากท้องฟ้าหรือกลุ่มก้อนเมฆด้วยตาเปล่า,ไม่ ฉันคิดว่ามันจะเหมือนเดิมหรือแย่ลงกว่าเดิม
30/04/2026 10:39:32,"มีอาการแพ้ (จาม, แสบตา/คันตา)",18-25 ปี,"การเล่นกีฬา(ฟุตบอล, วิ่ง และอื่นๆ)","อุปกรณ์ทำความสะอาดภายในบ้าน, ยาหยอดตาหรือสเปรย์ฉีดจมูก, ใช้ไฟฟ้ามากขึ้นสำหรับพัดลมหรือเครื่องปรับอากาศ (แอร์), เครื่องฟอกอากาศหรือแผ่นกรองอากาศใหม่","ผู้คนสวมหน้ากากอนามัยกันมากขึ้น, คนออกมาเดินเล่นหรือซื้อของน้อยลง",สวมหน้ากากอนามัย และพกสเปรย์แอลกอฮอล์,ฉันรู้สึกรำคาญใจเล็กน้อย,ใช่ บางครั้งฉันพูดน้อยลงเพราะต้องการใส่หน้ากากอนามัยไว้ตลอดเวลา,เปิดหน้าต่างและประตูทุกบานเพื่อให้ระบายอากาศ,น้อยลงกว่าเดิมเล็กน้อย,ขี้เกียด,ใช่ เฉพาะตอนที่ฉันเริ่มรู้สึกไม่ดีหรือเห็นฝุ่นเท่านั้น,2-3 ครั้งต่อสัปดาห์,ฉันสวมเฉพาะเมื่อที่ทำงาน โรงเรียน หรือร้านค้าบังคับให้ใส่เท่านั้น,ใช่ มันกลายเป็นเรื่องปกติของทุกปีไปแล้ว,ฉันจะอยู่ที่นี่ต่อไปและยอมรับว่ามันเป็นส่วนหนึ่งของชีวิต,ใช่ ฉันรู้สึกปลอดภัยจากหมอกควันเมื่ออยู่ข้างใน,การเผาพื้นที่เกษตรกรรมและไฟป่า,ตรวจสอบผ่านแอปพลิเคชันพยากรณ์อากาศหรือเว็บไซต์ (เช่น IQAir / AirVisual),ใช่ ฉันเชื่อว่ามันจะดีขึ้น
