Response_ID,Language,Language_Label,Record_Type,Source_File,Timestamp,Q01_Physical_symptoms_PM25_smoke,Q02_Age_group,Q03_Activities_stopped_or_changed,Q04_Items_bought_or_used_more,Q05_Neighborhood_or_market_changes,Q06_Outdoor_smoke_management,Q07_Mood_or_stress_impact,Q08_Air_quality_affects_interaction,Q09_Indoor_air_and_heat_management,Q10_Less_time_public_places,Q11_Reasons_people_do_not_wear_masks,Q12_Only_wear_mask_when_sick_or_dusty,Q13_Dust_or_ash_cleaning_frequency,Q14_Main_reason_for_wearing_mask,Q15_Smoke_feels_normal_forever,Q16_Feelings_living_here_smoky_season,Q17_Remove_mask_in_air_conditioned_indoor_place,Q18_Biggest_cause_air_pollution,Q19_How_check_PM25_bad_today,Q20_Air_quality_improve_next_5_years
R110,TH,Thai,Dummy,Dummy generated from Thai response pattern,7/5/2026 13:41,"มีอาการแพ้ (จาม, แสบตา/คันตา)",18-25 ปี,"การเดินทางหรือไปเที่ยวรอบๆ พื้นที่แม่สอด, การทำงานหรือนั่งเรียนในพื้นที่เปิดโล่ง (Outdoor)","เครื่องฟอกอากาศหรือแผ่นกรองอากาศใหม่, ยาแก้ไอหรือยาแก้แพ้","คนออกมาเดินเล่นหรือซื้อของน้อยลง, ทุกอย่างดูเป็นสีเทาไปหมด","สวมหน้ากากอนามัย และพกสเปรย์แอลกอฮอล์, เดินทางโดยรถยนต์ (ปิดกระจก)",ฉันรู้สึกปกติ / สงบ,ใช่ บางครั้งฉันพูดน้อยลงเพราะต้องการใส่หน้ากากอนามัยไว้ตลอดเวลา,อยู่ในห้องที่เปิดเครื่องปรับอากาศ (แอร์) และปิดหน้าต่างทุกบาน,ใช้เวลาเท่าเดิมตามปกติ,อาจจะเพราะความเคยชิน และยังไม่ตระหนักถึงสภาพแวดล้อมในอากาศที่ไม่ดีต่อร่างกาย,ไม่ ปกติฉันก็แทบจะไม่ใส่หน้ากากอยู่แล้ว,ทำความสะอาดบ้านทุกวันอยู่แล้ว,ฉันสวมบ้างเป็นบางครั้ง แต่จะถอดออกเมื่อไม่ได้อยู่ที่ทำงาน,ไม่ ฉันยังรู้สึกว่ามันเป็นปัญหาที่อันตรายและไม่ควรเป็นเรื่องปกติ,ฉันจะอยู่ที่นี่ต่อไปและยอมรับว่ามันเป็นส่วนหนึ่งของชีวิต,ใช่ ฉันรู้สึกปลอดภัยจากหมอกควันเมื่ออยู่ข้างใน,"การเผาพื้นที่เกษตรกรรมและไฟป่า, ควันจากรถยนต์เก่า รถบรรทุก และรถจักรยานยนต์, การเผาขยะ หรือการสูบบุหรี่ในที่สาธารณะ",สังเกตจากท้องฟ้าหรือกลุ่มก้อนเมฆด้วยตาเปล่า,ไม่ ฉันคิดว่ามันจะเหมือนเดิมหรือแย่ลงกว่าเดิม
R111,TH,Thai,Dummy,Dummy generated from Thai response pattern,8/5/2026 14:34,"รู้สึกป่วย, เหนื่อยล้า หรือเวียนหัว",ต่ำกว่า 18 ปี,"การเล่นกีฬา(ฟุตบอล, วิ่ง และอื่นๆ)",ใช้ไฟฟ้ามากขึ้นสำหรับพัดลมหรือเครื่องปรับอากาศ (แอร์),มองเห็นภูเขาหรือตึกที่อยู่ไกลออกไปได้ยาก,"สวมหน้ากากอนามัย และพกสเปรย์แอลกอฮอล์, เดินทางโดยรถยนต์ (ปิดกระจก)",ฉันรู้สึกเศร้าหรือหดหู่เพราะท้องฟ้าที่เป็นสีเทา,ใช่ บางครั้งฉันพูดน้อยลงเพราะต้องการใส่หน้ากากอนามัยไว้ตลอดเวลา,ใช้พัดลมและเปิดหน้าต่างทิ้งไว้,น้อยลงกว่าเดิมเล็กน้อย,แล้วแต่ความคิดของแต่ละคน,ไม่ ฉันใส่หน้ากากตลอดเวลาเพื่อความปลอดภัย,ไม่เคยเลย,ฉันสวมเพราะต้องการดูแลและป้องกันสุขภาพของตัวเอง,ไม่ ฉันยังรู้สึกว่ามันเป็นปัญหาที่อันตรายและไม่ควรเป็นเรื่องปกติ,ฉันอยากย้ายออกไป แต่ไม่มีทางเลือกเพราะเรื่องงานหรือเรื่องเรียน,ใช่ ฉันรู้สึกปลอดภัยจากหมอกควันเมื่ออยู่ข้างใน,"การเผาพื้นที่เกษตรกรรมและไฟป่า, การเผาขยะ หรือการสูบบุหรี่ในที่สาธารณะ",สังเกตจากท้องฟ้าหรือกลุ่มก้อนเมฆด้วยตาเปล่า,ไม่ ฉันคิดว่ามันจะเหมือนเดิมหรือแย่ลงกว่าเดิม
R112,TH,Thai,Dummy,Dummy generated from Thai response pattern,11/5/2026 18:28,"มีอาการแพ้ (จาม, แสบตา/คันตา)",ต่ำกว่า 18 ปี,"การไปนั่งเล่นกับเพื่อนตามคาเฟ่หรือสวนสาธารณะ, การเดินทางหรือไปเที่ยวรอบๆ พื้นที่แม่สอด, การทำงานหรือนั่งเรียนในพื้นที่เปิดโล่ง (Outdoor), การออกกำลังกายหรือเดินเล่นนอกบ้าน","หน้ากากอนามัย, เครื่องฟอกอากาศหรือแผ่นกรองอากาศใหม่","ผู้คนสวมหน้ากากอนามัยกันมากขึ้น, อากาศมีกลิ่นเหมือนการเผาไหม้หรือกลิ่นควันไม้, ทุกอย่างดูเป็นสีเทาไปหมด","สวมหน้ากากอนามัย และพกสเปรย์แอลกอฮอล์, เดินทางโดยรถยนต์ (ปิดกระจก)",ฉันรู้สึกรำคาญใจเล็กน้อย,ใช่ บางครั้งฉันพูดน้อยลงเพราะต้องการใส่หน้ากากอนามัยไว้ตลอดเวลา,เปิดหน้าต่างและประตูทุกบานเพื่อให้ระบายอากาศ,ส่วนใหญ่จะอยู่แต่ภายในอาคาร,เพราะอากาศร้อน ทำให้เมื่อใส่หน้ากากอนามัยจะหายใจไม่สะดวก,ใช่ เฉพาะตอนที่ฉันเริ่มรู้สึกไม่ดีหรือเห็นฝุ่นเท่านั้น,2-3 ครั้งต่อสัปดาห์,ฉันสวมเพราะต้องการดูแลและป้องกันสุขภาพของตัวเอง,ไม่ ฉันยังรู้สึกว่ามันเป็นปัญหาที่อันตรายและไม่ควรเป็นเรื่องปกติ,ฉันไม่ได้สนใจเรื่องหมอกควัน ฉันแค่โฟกัสกับการใช้ชีวิตประจำวันของตัวเอง,ใช่ ฉันรู้สึกปลอดภัยจากหมอกควันเมื่ออยู่ข้างใน,"การเผาพื้นที่เกษตรกรรมและไฟป่า, การเผาขยะ หรือการสูบบุหรี่ในที่สาธารณะ, ควันลอยมาจากพื้นที่ฝั่งประเทศเพื่อนบ้าน (ข้ามพรมแดน)",สังเกตจากท้องฟ้าหรือกลุ่มก้อนเมฆด้วยตาเปล่า,ไม่ ฉันคิดว่ามันจะเหมือนเดิมหรือแย่ลงกว่าเดิม
R113,TH,Thai,Dummy,Dummy generated from Thai response pattern,2/5/2026 18:34,"มีอาการแพ้ (จาม, แสบตา/คันตา), มีปัญหาทางด้านการหายใจหรือระบบทางเดินหายใจ",ต่ำกว่า 18 ปี,"การเล่นกีฬา(ฟุตบอล, วิ่ง และอื่นๆ), การไปนั่งเล่นกับเพื่อนตามคาเฟ่หรือสวนสาธารณะ, การเดินทางหรือไปเที่ยวรอบๆ พื้นที่แม่สอด, การทำงานหรือนั่งเรียนในพื้นที่เปิดโล่ง (Outdoor), การออกกำลังกายหรือเดินเล่นนอกบ้าน",อุปกรณ์ทำความสะอาดภายในบ้าน,"ผู้คนสวมหน้ากากอนามัยกันมากขึ้น, คนออกมาเดินเล่นหรือซื้อของน้อยลง, อากาศมีกลิ่นเหมือนการเผาไหม้หรือกลิ่นควันไม้, มองเห็นภูเขาหรือตึกที่อยู่ไกลออกไปได้ยาก, ทุกอย่างดูเป็นสีเทาไปหมด",สวมหน้ากากอนามัย และพกสเปรย์แอลกอฮอล์,ฉันรู้สึกรำคาญใจเล็กน้อย,ใช่ บางครั้งฉันพูดน้อยลงเพราะต้องการใส่หน้ากากอนามัยไว้ตลอดเวลา,อยู่ในห้องที่เปิดเครื่องปรับอากาศ (แอร์) และปิดหน้าต่างทุกบาน,ใช้เวลาเท่าเดิมตามปกติ,เพราะร้อนและหายใจลำบาก,ไม่ ฉันใส่หน้ากากตลอดเวลาเพื่อความปลอดภัย,เฉพาะช่วงที่อากาศแย่มากๆ,ฉันสวมเพราะต้องการดูแลและป้องกันสุขภาพของตัวเอง,ใช่ มันกลายเป็นเรื่องปกติของทุกปีไปแล้ว,ฉันไม่ได้สนใจเรื่องหมอกควัน ฉันแค่โฟกัสกับการใช้ชีวิตประจำวันของตัวเอง,ใช่ เพราะทำให้คุยกันและกินอาหารได้สะดวกกว่า,"การเผาพื้นที่เกษตรกรรมและไฟป่า, ควันจากรถยนต์เก่า รถบรรทุก และรถจักรยานยนต์, การเผาขยะ หรือการสูบบุหรี่ในที่สาธารณะ",ตรวจสอบผ่านแอปพลิเคชันพยากรณ์อากาศหรือเว็บไซต์ (เช่น IQAir / AirVisual),ใช่ ฉันเชื่อว่ามันจะดีขึ้น
R114,TH,Thai,Dummy,Dummy generated from Thai response pattern,23/05/2026 11:46:01,"มีอาการแพ้ (จาม, แสบตา/คันตา)",มากกว่า 40 ปี,"การไปนั่งเล่นกับเพื่อนตามคาเฟ่หรือสวนสาธารณะ, การเดินทางหรือไปเที่ยวรอบๆ พื้นที่แม่สอด, การทำงานหรือนั่งเรียนในพื้นที่เปิดโล่ง (Outdoor)","อุปกรณ์ทำความสะอาดภายในบ้าน, ยาหยอดตาหรือสเปรย์ฉีดจมูก","คนออกมาเดินเล่นหรือซื้อของน้อยลง, มองเห็นภูเขาหรือตึกที่อยู่ไกลออกไปได้ยาก, ทุกอย่างดูเป็นสีเทาไปหมด",กินยาภูมิแพ้,ฉันรู้สึกรำคาญใจเล็กน้อย,ไม่ หมอกควันไม่ได้ทำให้วิธีการเข้าสังคมหรือการพูดคุยกับผู้คนของฉันเปลี่ยนไป,ใช้พัดลมและเปิดหน้าต่างทิ้งไว้,ออกไปเฉพาะเวลาทำงานหรือไปหาอาหารเท่านั้น,-,ใช่ เฉพาะตอนที่ฉันเริ่มรู้สึกไม่ดีหรือเห็นฝุ่นเท่านั้น,2-3 ครั้งต่อสัปดาห์,ฉันสวมเพราะต้องการดูแลและป้องกันสุขภาพของตัวเอง,ใช่ มันกลายเป็นเรื่องปกติของทุกปีไปแล้ว,ฉันจะอยู่ที่นี่ต่อไปและยอมรับว่ามันเป็นส่วนหนึ่งของชีวิต,ใช่ ฉันรู้สึกปลอดภัยจากหมอกควันเมื่ออยู่ข้างใน,"การเผาพื้นที่เกษตรกรรมและไฟป่า, การเผาขยะ หรือการสูบบุหรี่ในที่สาธารณะ",ติดตามผ่านโซเชียลมีเดีย (เช่น กลุ่ม Facebook หรือ Line),ใช่ ฉันเชื่อว่ามันจะดีขึ้น
R115,TH,Thai,Dummy,Dummy generated from Thai response pattern,6/5/2026 5:29,"มีอาการแพ้ (จาม, แสบตา/คันตา)",ต่ำกว่า 18 ปี,"การเล่นกีฬา(ฟุตบอล, วิ่ง และอื่นๆ), การทำงานหรือนั่งเรียนในพื้นที่เปิดโล่ง (Outdoor)","หน้ากากอนามัย, เครื่องฟอกอากาศหรือแผ่นกรองอากาศใหม่","ผู้คนสวมหน้ากากอนามัยกันมากขึ้น, คนออกมาเดินเล่นหรือซื้อของน้อยลง",สวมหน้ากากอนามัย และพกสเปรย์แอลกอฮอล์,ฉันรู้สึกรำคาญใจเล็กน้อย,ไม่ หมอกควันไม่ได้ทำให้วิธีการเข้าสังคมหรือการพูดคุยกับผู้คนของฉันเปลี่ยนไป,อยู่ในห้องที่เปิดเครื่องปรับอากาศ (แอร์) และปิดหน้าต่างทุกบาน,ส่วนใหญ่จะอยู่แต่ภายในอาคาร,"ใช้ชีวิตในแต่ละวันไม่สะดวกสบาย, หายใจไม่ออกเนื่องจากมลพิษเยอะ",ใช่ เฉพาะตอนที่ฉันเริ่มรู้สึกไม่ดีหรือเห็นฝุ่นเท่านั้น,2-3 ครั้งต่อสัปดาห์,ฉันสวมเพราะต้องการดูแลและป้องกันสุขภาพของตัวเอง,"ใช่ มันกลายเป็นเรื่องปกติของทุกปีไปแล้ว, ฉันจะสังเกตเห็นเฉพาะช่วงเดือนที่ร้อนมากๆ เท่านั้น (ม.ค. - พ.ค.), ฉันพยายามที่จะไม่คิดถึงเรื่องนี้เลย",ฉันไม่ได้สนใจเรื่องหมอกควัน ฉันแค่โฟกัสกับการใช้ชีวิตประจำวันของตัวเอง,ใช่ เพราะทำให้คุยกันและกินอาหารได้สะดวกกว่า,การเผาพื้นที่เกษตรกรรมและไฟป่า,ไม่ได้ตรวจสอบ จะรู้ก็ต่อเมื่อเริ่มรู้สึกไม่สบายหรือป่วยเท่านั้น,ใช่ ฉันเชื่อว่ามันจะดีขึ้น
R116,TH,Thai,Dummy,Dummy generated from Thai response pattern,10/5/2026 16:34,"มีอาการแพ้ (จาม, แสบตา/คันตา)",ต่ำกว่า 18 ปี,"การไปนั่งเล่นกับเพื่อนตามคาเฟ่หรือสวนสาธารณะ, การทำงานหรือนั่งเรียนในพื้นที่เปิดโล่ง (Outdoor)","หน้ากากอนามัย, ใช้ไฟฟ้ามากขึ้นสำหรับพัดลมหรือเครื่องปรับอากาศ (แอร์)","ผู้คนสวมหน้ากากอนามัยกันมากขึ้น, คนออกมาเดินเล่นหรือซื้อของน้อยลง, มองเห็นภูเขาหรือตึกที่อยู่ไกลออกไปได้ยาก",สวมหน้ากากอนามัย และพกสเปรย์แอลกอฮอล์,ฉันรู้สึกรำคาญใจเล็กน้อย,ใช่ บางครั้งฉันพูดน้อยลงเพราะต้องการใส่หน้ากากอนามัยไว้ตลอดเวลา,อยู่ในห้องที่เปิดเครื่องปรับอากาศ (แอร์) และปิดหน้าต่างทุกบาน,ออกไปเฉพาะเวลาทำงานหรือไปหาอาหารเท่านั้น,"ใช้ชีวิตในแต่ละวันไม่สะดวกสบาย, หายใจไม่ออกเนื่องจากมลพิษเยอะ",ใช่ เฉพาะตอนที่ฉันเริ่มรู้สึกไม่ดีหรือเห็นฝุ่นเท่านั้น,2-3 ครั้งต่อสัปดาห์,ฉันสวมเพราะต้องการดูแลและป้องกันสุขภาพของตัวเอง,ใช่ มันกลายเป็นเรื่องปกติของทุกปีไปแล้ว,ฉันอยากย้ายออกไป แต่ไม่มีทางเลือกเพราะเรื่องงานหรือเรื่องเรียน,ใช่ เพราะทำให้คุยกันและกินอาหารได้สะดวกกว่า,"การเผาพื้นที่เกษตรกรรมและไฟป่า, ควันจากรถยนต์เก่า รถบรรทุก และรถจักรยานยนต์",ไม่ได้ตรวจสอบ จะรู้ก็ต่อเมื่อเริ่มรู้สึกไม่สบายหรือป่วยเท่านั้น,ใช่ ฉันเชื่อว่ามันจะดีขึ้น
R117,TH,Thai,Dummy,Dummy generated from Thai response pattern,14/05/2026 21:38:32,"รู้สึกป่วย, เหนื่อยล้า หรือเวียนหัว",18-25 ปี,"การเล่นกีฬา(ฟุตบอล, วิ่ง และอื่นๆ), การออกกำลังกายหรือเดินเล่นนอกบ้าน","หน้ากากอนามัย, อุปกรณ์ทำความสะอาดภายในบ้าน",ไม่มีการเปลี่ยนแปลงใดๆ,สวมหน้ากากอนามัย และพกสเปรย์แอลกอฮอล์,ฉันรู้สึกรำคาญใจเล็กน้อย,ไม่ หมอกควันไม่ได้ทำให้วิธีการเข้าสังคมหรือการพูดคุยกับผู้คนของฉันเปลี่ยนไป,อยู่ในห้องที่เปิดเครื่องปรับอากาศ (แอร์) และปิดหน้าต่างทุกบาน,น้อยลงกว่าเดิมเล็กน้อย,เกะกะ,ไม่ ปกติฉันก็แทบจะไม่ใส่หน้ากากอยู่แล้ว,2-3 ครั้งต่อสัปดาห์,ฉันไม่สวมหน้ากากเลย เพราะไม่มีใครบังคับ,ใช่ มันกลายเป็นเรื่องปกติของทุกปีไปแล้ว,ฉันคิดว่าพื้นที่นี้ยังคงดีกว่าจังหวัดอื่นๆ,ใช่ เพราะทำให้คุยกันและกินอาหารได้สะดวกกว่า,"การเผาพื้นที่เกษตรกรรมและไฟป่า, ควันจากรถยนต์เก่า รถบรรทุก และรถจักรยานยนต์, การเผาขยะ หรือการสูบบุหรี่ในที่สาธารณะ",ตรวจสอบผ่านแอปพลิเคชันพยากรณ์อากาศหรือเว็บไซต์ (เช่น IQAir / AirVisual),ไม่ ฉันคิดว่ามันจะเหมือนเดิมหรือแย่ลงกว่าเดิม
R118,TH,Thai,Dummy,Dummy generated from Thai response pattern,2/5/2026 7:12,มีปัญหาทางด้านการหายใจหรือระบบทางเดินหายใจ,ต่ำกว่า 18 ปี,"การเล่นกีฬา(ฟุตบอล, วิ่ง และอื่นๆ), การออกกำลังกายหรือเดินเล่นนอกบ้าน",หน้ากากอนามัย,"ผู้คนสวมหน้ากากอนามัยกันมากขึ้น, อากาศมีกลิ่นเหมือนการเผาไหม้หรือกลิ่นควันไม้, มองเห็นภูเขาหรือตึกที่อยู่ไกลออกไปได้ยาก, ทุกอย่างดูเป็นสีเทาไปหมด",สวมหน้ากากอนามัย และพกสเปรย์แอลกอฮอล์,ฉันรู้สึกเครียดและกังวลมาก,ใช่ บางครั้งฉันพูดน้อยลงเพราะต้องการใส่หน้ากากอนามัยไว้ตลอดเวลา,อยู่ในห้องที่เปิดเครื่องปรับอากาศ (แอร์) และปิดหน้าต่างทุกบาน,น้อยลงกว่าเดิมเล็กน้อย,ไม่ทราบ,ใช่ เฉพาะตอนที่ฉันเริ่มรู้สึกไม่ดีหรือเห็นฝุ่นเท่านั้น,ทุกวัน,ฉันสวมบ้างเป็นบางครั้ง แต่จะถอดออกเมื่อไม่ได้อยู่ที่ทำงาน,ใช่ มันกลายเป็นเรื่องปกติของทุกปีไปแล้ว,ฉันจะอยู่ที่นี่ต่อไปและยอมรับว่ามันเป็นส่วนหนึ่งของชีวิต,สวมใส่ตลอดเวลา,ควันลอยมาจากพื้นที่ฝั่งประเทศเพื่อนบ้าน (ข้ามพรมแดน),ตรวจสอบผ่านแอปพลิเคชันพยากรณ์อากาศหรือเว็บไซต์ (เช่น IQAir / AirVisual),ใช่ ฉันเชื่อว่ามันจะดีขึ้น
R119,TH,Thai,Dummy,Dummy generated from Thai response pattern,20/05/2026 11:56:13,มีปัญหาทางด้านการหายใจหรือระบบทางเดินหายใจ,18-25 ปี,การเดินทางหรือไปเที่ยวรอบๆ พื้นที่แม่สอด,หน้ากากอนามัย,"ผู้คนสวมหน้ากากอนามัยกันมากขึ้น, อากาศมีกลิ่นเหมือนการเผาไหม้หรือกลิ่นควันไม้, มองเห็นภูเขาหรือตึกที่อยู่ไกลออกไปได้ยาก, ทุกอย่างดูเป็นสีเทาไปหมด",เดินทางโดยรถยนต์ (ปิดกระจก),ฉันรู้สึกรำคาญใจเล็กน้อย,ไม่ หมอกควันไม่ได้ทำให้วิธีการเข้าสังคมหรือการพูดคุยกับผู้คนของฉันเปลี่ยนไป,อยู่ในห้องที่เปิดเครื่องปรับอากาศ (แอร์) และปิดหน้าต่างทุกบาน,ส่วนใหญ่จะอยู่แต่ภายในอาคาร,เพราะไม่รู้ถึงผลที่จะตามมา,ใช่ เฉพาะตอนที่ฉันเริ่มรู้สึกไม่ดีหรือเห็นฝุ่นเท่านั้น,ทุกวัน,ฉันสวมบ้างเป็นบางครั้ง แต่จะถอดออกเมื่อไม่ได้อยู่ที่ทำงาน,ใช่ มันกลายเป็นเรื่องปกติของทุกปีไปแล้ว,ฉันไม่ได้สนใจเรื่องหมอกควัน ฉันแค่โฟกัสกับการใช้ชีวิตประจำวันของตัวเอง,ไม่ ฉันคิดว่าไม่จำเป็นต้องสวมหน้ากากเมื่ออยู่ในอาคารอยู่แล้ว,การเผาขยะ หรือการสูบบุหรี่ในที่สาธารณะ,ตรวจสอบผ่านแอปพลิเคชันพยากรณ์อากาศหรือเว็บไซต์ (เช่น IQAir / AirVisual),ใช่ ฉันเชื่อว่ามันจะดีขึ้น
R120,TH,Thai,Dummy,Dummy generated from Thai response pattern,8/5/2026 11:46,"มีอาการแพ้ (จาม, แสบตา/คันตา)",มากกว่า 40 ปี,"การเล่นกีฬา(ฟุตบอล, วิ่ง และอื่นๆ), การเดินทางหรือไปเที่ยวรอบๆ พื้นที่แม่สอด, การทำงานหรือนั่งเรียนในพื้นที่เปิดโล่ง (Outdoor)",หน้ากากอนามัย,"ผู้คนสวมหน้ากากอนามัยกันมากขึ้น, คนออกมาเดินเล่นหรือซื้อของน้อยลง, ทุกอย่างดูเป็นสีเทาไปหมด",สวมหน้ากากอนามัย และพกสเปรย์แอลกอฮอล์,ฉันรู้สึกรำคาญใจเล็กน้อย,ไม่ส่งผล,อยู่ในห้องที่เปิดเครื่องปรับอากาศ (แอร์) และปิดหน้าต่างทุกบาน,ออกไปเฉพาะเวลาทำงานหรือไปหาอาหารเท่านั้น,อึดอัด,ใช่ เฉพาะตอนที่ฉันเริ่มรู้สึกไม่ดีหรือเห็นฝุ่นเท่านั้น,2-3 ครั้งต่อสัปดาห์,ฉันสวมบ้างเป็นบางครั้ง แต่จะถอดออกเมื่อไม่ได้อยู่ที่ทำงาน,"ใช่ มันกลายเป็นเรื่องปกติของทุกปีไปแล้ว, ฉันจะสังเกตเห็นเฉพาะช่วงเดือนที่ร้อนมากๆ เท่านั้น (ม.ค. - พ.ค.)",ฉันคิดว่าพื้นที่นี้ยังคงดีกว่าจังหวัดอื่นๆ,ใช่ เพราะทำให้คุยกันและกินอาหารได้สะดวกกว่า,"การเผาพื้นที่เกษตรกรรมและไฟป่า, ควันจากรถยนต์เก่า รถบรรทุก และรถจักรยานยนต์, การเผาขยะ หรือการสูบบุหรี่ในที่สาธารณะ",สังเกตจากท้องฟ้าหรือกลุ่มก้อนเมฆด้วยตาเปล่า,ไม่ ฉันคิดว่ามันจะเหมือนเดิมหรือแย่ลงกว่าเดิม
R121,TH,Thai,Dummy,Dummy generated from Thai response pattern,6/5/2026 9:43,"มีอาการแพ้ (จาม, แสบตา/คันตา), มีปัญหาทางด้านการหายใจหรือระบบทางเดินหายใจ",18-25 ปี,การออกกำลังกายหรือเดินเล่นนอกบ้าน,หน้ากากอนามัย,"อากาศมีกลิ่นเหมือนการเผาไหม้หรือกลิ่นควันไม้, ทุกอย่างดูเป็นสีเทาไปหมด","สวมหน้ากากอนามัย และพกสเปรย์แอลกอฮอล์, เดินทางโดยรถยนต์ (ปิดกระจก)",ฉันรู้สึกเศร้าหรือหดหู่เพราะท้องฟ้าที่เป็นสีเทา,ไม่ หมอกควันไม่ได้ทำให้วิธีการเข้าสังคมหรือการพูดคุยกับผู้คนของฉันเปลี่ยนไป,อยู่ในห้องที่เปิดเครื่องปรับอากาศ (แอร์) และปิดหน้าต่างทุกบาน,ส่วนใหญ่จะอยู่แต่ภายในอาคาร,ไม่ตระหนักทุกปัญหามากเท่าที่ควร,ไม่ ฉันใส่หน้ากากตลอดเวลาเพื่อความปลอดภัย,ไม่เคยเลย,ฉันสวมเพราะต้องการดูแลและป้องกันสุขภาพของตัวเอง,ใช่ มันกลายเป็นเรื่องปกติของทุกปีไปแล้ว,ฉันอยากย้ายออกไป แต่ไม่มีทางเลือกเพราะเรื่องงานหรือเรื่องเรียน,ใช่ ฉันรู้สึกปลอดภัยจากหมอกควันเมื่ออยู่ข้างใน,"การเผาพื้นที่เกษตรกรรมและไฟป่า, การเผาขยะ หรือการสูบบุหรี่ในที่สาธารณะ",ตรวจสอบผ่านแอปพลิเคชันพยากรณ์อากาศหรือเว็บไซต์ (เช่น IQAir / AirVisual),ใช่ ฉันเชื่อว่ามันจะดีขึ้น
R122,TH,Thai,Dummy,Dummy generated from Thai response pattern,22/05/2026 10:05:08,"มีอาการแพ้ (จาม, แสบตา/คันตา), มีปัญหาทางด้านการหายใจหรือระบบทางเดินหายใจ",ต่ำกว่า 18 ปี,"การเล่นกีฬา(ฟุตบอล, วิ่ง และอื่นๆ), การออกกำลังกายหรือเดินเล่นนอกบ้าน","หน้ากากอนามัย, อุปกรณ์ทำความสะอาดภายในบ้าน, ยาหยอดตาหรือสเปรย์ฉีดจมูก","อากาศมีกลิ่นเหมือนการเผาไหม้หรือกลิ่นควันไม้, มองเห็นภูเขาหรือตึกที่อยู่ไกลออกไปได้ยาก, ทุกอย่างดูเป็นสีเทาไปหมด",สวมหน้ากากอนามัย และพกสเปรย์แอลกอฮอล์,ฉันรู้สึกรำคาญใจเล็กน้อย,ใช่ บางครั้งฉันพูดน้อยลงเพราะต้องการใส่หน้ากากอนามัยไว้ตลอดเวลา,อยู่ในห้องที่เปิดเครื่องปรับอากาศ (แอร์) และปิดหน้าต่างทุกบาน,ใช้เวลาเท่าเดิมตามปกติ,อาจจะเป็นเพราะไม่อยากซื้อหน้ากากอนามัยหรือใส่แล้วอึดอัด,ใช่ เฉพาะตอนที่ฉันเริ่มรู้สึกไม่ดีหรือเห็นฝุ่นเท่านั้น,ทุกวัน,ฉันสวมเฉพาะเมื่อที่ทำงาน โรงเรียน หรือร้านค้าบังคับให้ใส่เท่านั้น,ไม่ ฉันยังรู้สึกว่ามันเป็นปัญหาที่อันตรายและไม่ควรเป็นเรื่องปกติ,ฉันไม่ได้สนใจเรื่องหมอกควัน ฉันแค่โฟกัสกับการใช้ชีวิตประจำวันของตัวเอง,ใช่ ฉันรู้สึกปลอดภัยจากหมอกควันเมื่ออยู่ข้างใน,การเผาพื้นที่เกษตรกรรมและไฟป่า,สังเกตจากท้องฟ้าหรือกลุ่มก้อนเมฆด้วยตาเปล่า,ไม่ ฉันคิดว่ามันจะเหมือนเดิมหรือแย่ลงกว่าเดิม
R123,TH,Thai,Dummy,Dummy generated from Thai response pattern,21/05/2026 12:40:48,มีปัญหาทางด้านการหายใจหรือระบบทางเดินหายใจ,ต่ำกว่า 18 ปี,การออกกำลังกายหรือเดินเล่นนอกบ้าน,ยาแก้ไอหรือยาแก้แพ้,อากาศมีกลิ่นเหมือนการเผาไหม้หรือกลิ่นควันไม้,สวมหน้ากากอนามัย และพกสเปรย์แอลกอฮอล์,ฉันรู้สึกรำคาญใจเล็กน้อย,ใช่ บางครั้งฉันพูดน้อยลงเพราะต้องการใส่หน้ากากอนามัยไว้ตลอดเวลา,อยู่ในห้องที่เปิดเครื่องปรับอากาศ (แอร์) และปิดหน้าต่างทุกบาน,ใช้เวลาเท่าเดิมตามปกติ,ไม่รู้,ใช่ เฉพาะตอนที่ฉันเริ่มรู้สึกไม่ดีหรือเห็นฝุ่นเท่านั้น,เฉพาะช่วงที่อากาศแย่มากๆ,ฉันสวมเพราะต้องการดูแลและป้องกันสุขภาพของตัวเอง,ไม่ ฉันยังรู้สึกว่ามันเป็นปัญหาที่อันตรายและไม่ควรเป็นเรื่องปกติ,ฉันคิดว่าพื้นที่นี้ยังคงดีกว่าจังหวัดอื่นๆ,ฉันจะสวมหน้ากากก็ต่อเมื่อมีคนอยู่รอบๆจำนวนมากเท่านั้น,การเผาพื้นที่เกษตรกรรมและไฟป่า,ติดตามผ่านโซเชียลมีเดีย (เช่น กลุ่ม Facebook หรือ Line),ใช่ ฉันเชื่อว่ามันจะดีขึ้น
